trade_date,ts_code,TOS,INTER,GFP,PIS,NEXP,FISCAL,M2,category,month,week,category_id
2008-01-31,农副食品加工业,14.0758154614413,14.0766618337002,1.07466190717169,16.204671680538,-138.439481953392,30.6126429463603,17.6937410476899,工业,1,5,0
2008-02-29,农副食品加工业,13.3750389802118,13.37484471046,1.826685385963,14.6053883740699,-149.962695757668,30.0724172382557,17.3500373720628,工业,2,9,0
2008-03-31,农副食品加工业,12.8478677876726,12.8481259254627,2.66908462890205,13.5891277838101,-161.527881342369,29.3458034818326,17.0836446029537,工业,3,14,0
2008-04-30,农副食品加工业,12.5796812654671,12.5801069734642,3.85555881429129,13.0663967583867,-166.803571653904,28.483086879411,16.9026777514934,工业,4,18,0
2008-05-31,农副食品加工业,12.2667221756439,12.265793424478,5.56758265132042,13.5114167052704,-163.086857334079,27.5228641979368,16.723185456753,工业,5,22,0
2008-06-30,农副食品加工业,11.5719211102808,11.5685642944638,7.5784779588439,15.0679786535295,-151.080102828541,26.6262051978848,16.4822108941875,工业,6,27,0
2008-07-31,农副食品加工业,10.705823036063,10.7009464875845,9.5255256978422,17.3520877635005,-132.301689486697,25.9143723340685,16.1655869345942,工业,7,31,0
2008-08-31,农副食品加工业,9.93715590032177,9.93178420757699,10.9593023541378,20.1271058273677,-107.259075775731,25.482284513609,15.8537543876009,工业,8,35,0
2008-09-30,农副食品加工业,9.4367271704034,9.43174120172639,11.5726100886901,23.0567533934564,-71.7892025658707,25.3197135408967,15.6783376174519,工业,9,40,0
2008-10-31,农副食品加工业,9.58490019294929,9.58131192063369,11.3609202358939,25.7843551712981,-42.9423204892681,25.296976277796,15.8112266621974,工业,10,44,0
2008-11-30,农副食品加工业,10.4959471865596,10.4943620040419,10.4893297087864,28.3386022418396,-11.2411112361357,25.3581145392764,16.4538851950819,工业,11,48,0
2008-12-31,农副食品加工业,11.8433753027889,11.8440246003981,9.18708974620741,31.0220999515431,1.38063739316725,25.4071597097299,17.6252957759556,工业,12,1,0
2009-01-31,农副食品加工业,13.1820079602263,13.1851900921423,7.9373842238541,34.050518035984,-1.73918834791382,25.3314561935764,19.2500591777552,工业,1,5,0
2009-02-28,农副食品加工业,14.2811421363463,14.285142431312,7.24666295354555,36.9032278046631,-7.02918071155233,25.051760365029,21.1480470126886,工业,2,9,0
2009-03-31,农副食品加工业,15.167054570023,15.1696428038633,7.08914979580193,38.421843518355,-3.47258334071682,24.5780277113383,23.0960429888173,工业,3,14,0
2009-04-30,农副食品加工业,15.5648741655654,15.5674296962917,7.05006647289794,38.591385506766,20.3773694280198,23.9146517586737,24.8806457181079,工业,4,18,0
2009-05-31,农副食品加工业,15.5884587919528,15.5929856104889,6.78114552859359,37.5897395652528,82.0874643814027,23.1372194835563,26.3840721086011,工业,5,22,0
2009-06-30,农副食品加工业,15.4187601201961,15.4254671365065,6.180743365811,35.8407000632377,240.378513832561,22.3031673921519,27.604056695123,工业,6,27,0
2009-07-31,农副食品加工业,15.2083465819127,15.2149226394307,5.14383506290086,33.8889138731851,785.760927289413,21.4746599292539,28.517165322386,工业,7,31,0
2009-08-31,农副食品加工业,14.8761511509891,14.8815662238478,3.85443028618422,31.5867482678226,8117.02371974239,20.7205570803191,29.1105266496349,工业,8,36,0
2009-09-30,农副食品加工业,14.3147404158372,14.3133465876964,2.85200625835182,28.7268729624511,-33539.7009524539,20.163590849322,29.3922284102549,工业,9,40,0
2009-10-31,农副食品加工业,13.4588752549225,13.4475084038373,2.75874070920095,25.6414058135175,1172.68597587021,19.8040582897333,29.3202755482193,工业,10,44,0
2009-11-30,农副食品加工业,12.5124064867579,12.4948843414302,3.93003713212829,22.9149913901481,280.097985548246,19.5468357272251,28.7830691815567,工业,11,49,0
2009-12-31,农副食品加工业,11.8396581408936,11.8238090683161,6.13973670235859,20.8079973921082,96.04851525593,19.3464633019144,27.7932692757954,工业,12,53,0
2010-01-31,农副食品加工业,11.7802033102177,11.7728090546899,8.74064284194267,19.2172595773934,42.5921966907903,19.2366312080994,26.4581273076342,工业,1,4,0
2010-02-28,农副食品加工业,12.0423317370066,12.0439186860543,11.0159626907102,18.4077810680653,28.3001305050795,19.3486703183348,24.8653546724207,工业,2,8,0
2010-03-31,农副食品加工业,12.0600845951621,12.067152186171,12.6021810437953,18.2732121989415,21.0708143659029,19.7905423305264,23.2119409223112,工业,3,13,0
2010-04-30,农副食品加工业,11.7086614840194,11.7109927606913,13.3987547638592,18.3339990812101,7.29255479880409,20.7236482210919,21.681065587624,工业,4,17,0
2010-05-31,农副食品加工业,11.287198928346,11.2783686648103,13.358185868859,18.4137173532279,-9.15004419442486,22.204366581839,20.4220927090311,工业,5,22,0
2010-06-30,农副食品加工业,11.1976900192718,11.1814498333412,12.7531294321042,18.8962740476621,-23.237576996304,24.1515872804378,19.5319926278136,工业,6,26,0
2010-07-31,农副食品加工业,11.5441802197351,11.5258594186072,11.9323011285857,19.973545720097,-32.7103506213819,26.3588563514336,19.0746710934122,工业,7,30,0
2010-08-31,农副食品加工业,12.1931688489053,12.1780152804018,11.3193814995799,21.9103422257565,-36.9341332757576,28.6579351914288,19.0217051986214,工业,8,35,0
2010-09-30,农副食品加工业,12.8336068221937,12.8218162231849,10.9384019455119,24.5335491764872,-34.5970150620853,30.7890160946218,19.1271534376387,工业,9,39,0
2010-10-31,农副食品加工业,12.9462014793244,12.9362320105471,10.6104917358557,26.8156587305403,-25.484690249011,32.57301399908,19.1665895479381,工业,10,43,0
2010-11-30,农副食品加工业,12.4390207091682,12.4314477470552,10.2267998357249,27.6199752191078,-11.9242508558427,33.8919872317062,18.9887276118341,工业,11,48,0
2010-12-31,农副食品加工业,11.5266851380096,11.5232831504312,10.0574595748801,26.7922459706281,-3.60489379441015,34.6479714800604,18.4838380339275,工业,12,52,0
2011-01-31,农副食品加工业,10.5460882595072,10.5498335376351,10.1116253318353,25.0749047098856,-15.3707360471586,34.8607659188948,17.7302456934179,工业,1,5,0
2011-02-28,农副食品加工业,9.84991650455444,9.85966095779789,10.2140475294015,23.034174694218,-42.109241785002,34.5998230096284,16.9474346560184,工业,2,9,0
2011-03-31,农副食品加工业,9.77352480345206,9.78437289102123,10.2957446408908,21.4663175717353,-63.4724244930884,33.8618726352151,16.2815621046264,工业,3,13,0
2011-04-30,农副食品加工业,10.3106521341271,10.3228457896777,10.5184897253398,20.9134235172596,-72.9885660220284,32.6142273681902,15.7581403234326,工业,4,17,0
